,region,sum_infections,population,sum_healed,sum_deathed,sum_unemployed,procent_healed,procent_infected,procent_death,procent_unemployed,depo_mean_19,depo_salary_19,growth_depo_19,curr_depo_perc_19,fin_wealth_19,soceco_wealth_19,depo_mean_20,depo_salary_20,depo_mean_21,depo_salary_21
0,Адыгея,5828.0,463088.0,4557.0,49.0,598.5975279116714,0.7819148936170213,0.0125850810213177,0.000105811422451,0.0012926215490612,53.15518181658252,1.8963886944715456,25.0232750594807,3.822604666556346,34.959291448989205,26.842,54.13225995923021,1.8362523413268503,64.28134992346172,1.9481853562898488
1,Алтай,7296.0,220181.0,6207.0,24.0,526.7335981608924,0.8507401315789473,0.0331363741648916,0.0001090012308055,0.0023922754377575,43.87159266400446,2.1783801497348776,36.25656307648646,4.301187252655696,9.430103499283916,26.5495,46.45723291292164,2.267008230370333,53.26900621848892,2.381802200692552
2,Амурская,7313.0,790044.0,6864.0,65.0,835.6814118126549,0.93860248871872,0.0092564464763987,8.22738986689349e-05,0.0010577656583844,128.24605329843644,4.061075305858642,38.05626806726111,5.81082143840195,44.579305086409015,35.899,136.03672706836582,4.147556028517903,161.8119169248164,4.304166645825263
3,Архангельская,21299.0,1092424.0,13985.0,262.0,717.8246767826579,0.6566035964129772,0.0194970084875469,0.0002398336177161,0.0006570934699188,160.99199471383656,4.798037957658491,30.93770659614852,7.32922896511287,49.56642086752238,33.944,165.96944043704642,4.990173874547574,191.1455283366369,5.261513620981501
4,Астраханская,9527.0,1005782.0,7323.0,173.0,1556.432574493545,0.7686574997375879,0.0094722315571366,0.0001720054644048,0.0015474850161302,88.43417335180683,3.688483379059005,24.910159623366845,8.758000847476527,34.508840659457434,32.912,92.23469897055227,3.712292805431604,103.54908606924586,3.98583816196564
5,Башкортостан,10413.0,4038151.0,9899.0,59.0,3411.4313905180843,0.9506386247959282,0.0025786554291803,1.4610647298726573e-05,0.0008448003530621,98.83078396595413,3.4387052745525617,24.85039370078741,9.73589033979079,41.20144473793386,53.187,103.2623594313338,3.387817110327383,117.080482118379,3.724496611872945
6,Белгородская,11598.0,1549151.0,9505.0,93.0,783.4410047022046,0.8195378513536816,0.0074866814145296,6.003288252726816e-05,0.0005057228150788,148.3522874879315,4.800276795681938,21.38162590879049,15.81178151531388,58.15527072223347,53.995,163.1642105901878,5.002581879758027,193.33220438615444,5.610418154243516
7,Брянская,12590.0,1192491.0,9848.0,73.0,1163.6172785277693,0.7822081016679905,0.010557731672608,6.121639492457386e-05,0.0009757870529234,100.08523671727822,3.757470955071125,32.8639847802763,7.9827840261070095,38.02771886324425,35.002,104.00665497685098,3.697455672541962,118.05117521024248,3.8999075068835736
8,Бурятия,12034.0,985937.0,10222.0,208.0,1325.1808037971484,0.8494266245637361,0.0122056480282208,0.0002109668264807,0.0013440826379344,62.46383252667368,2.5602160913586856,39.80788053993762,9.68918412868982,23.92079907436136,24.367,67.23147625051092,2.6868140492356325,78.84468826330813,2.9264329543118386
9,Владимирская,9552.0,1358416.0,7271.0,239.0,1264.940814121918,0.7612018425460636,0.0070317192965925,0.0001759402127183,0.0009311881000532,152.29406833332723,6.335753521353138,29.44346603107828,12.130055191246322,43.37526994203146,36.23,157.68439123214094,6.114049407035185,168.06807843534642,6.075609924369284
10,Волгоградская,19640.0,2491036.0,17922.0,215.0,1989.787726050831,0.9125254582484724,0.0078842698379308,8.630947124007843e-05,0.000798779193095,108.77568136345673,4.79015267540659,29.01144640998961,10.185293815718078,42.71367481219082,43.633,112.43554890415072,4.640105190782594,123.184926912141,4.661019795190503
11,Вологодская,8994.0,1160445.0,5753.0,132.0,1036.139636723584,0.6396486546586613,0.0077504750332846,0.0001137494667993,0.0008928812970227,144.00627551461704,5.299090141762351,31.935192813149737,9.509508914235422,47.77773898482811,44.407,149.01869541425918,5.3414111891844325,168.59593307629086,5.53199786971243
12,Воронежская,24730.0,2324205.0,23260.0,402.0,1815.710984848485,0.940558026688233,0.0106401974008316,0.0001729623677773,0.0007812180874098,155.01965142508809,5.059472591668623,25.313145694789306,11.343243048512155,54.27269230140324,53.969,160.9913927558025,5.012575473053709,192.2187119406248,5.668329212958178
13,Дагестан,14567.0,3110858.0,13197.0,719.0,7026.398859633599,0.905951808883092,0.0046826309654764,0.0002311259466037,0.0022586691066045,22.09695910017932,0.8231162368346415,30.905670518677788,2.721647065724257,22.32051079373712,34.038,23.47969595526379,0.8328126752064338,28.584532041746364,0.968023774854891
14,Еврейская АО,2036.0,158305.0,1243.0,42.0,259.70072319437344,0.6105108055009824,0.0128612488550582,0.0002653106345346,0.0016405086585665,88.14167703688881,3.5700806444800475,27.32610659439927,3.1500532103582826,25.17515988699021,10.682,94.85486876598968,3.634320971120018,113.27156549520768,3.8898870342968688
15,Забайкальский край,12489.0,1059700.0,8957.0,149.0,1325.3415343279985,0.7171911281928097,0.0117854109653675,0.0001406058318391,0.0012506761671491,76.00031901368475,3.058946189074276,38.77229351196696,4.245679012345679,25.9358200451686,26.885,80.47938095687458,3.140658769048764,92.85846499950163,3.336541954474876
16,Ивановская,11268.0,997135.0,8648.0,208.0,1082.012225073314,0.7674831380901669,0.0113003755760253,0.0002085976322162,0.0010851210970162,133.0966559780119,5.185230491397608,24.99462249946225,12.355876785406988,37.99880878794481,27.019,139.1105517307085,5.345060775021459,151.3415978407995,5.441691309019632
17,Ингушетия,7032.0,507061.0,5826.0,84.0,1937.8804891483037,0.8284982935153583,0.0138681539301977,0.0001656605418283,0.0038217896646523,9.14367512208656,0.551179769045373,17.640972581479563,5.123131046613897,1.8545548561752427,18.931,10.024434929919677,0.5964440370036102,12.73168801545492,0.7207397792470837
18,Иркутская,22971.0,2391193.0,19990.0,491.0,1968.0774376832844,0.8702276783770841,0.0096065018591138,0.0002053368339569,0.0008230525255315,127.062599598042,5.114974455227636,35.29346460084639,8.946190254245632,39.93752137315768,47.139,133.867069701191,5.184275647513859,144.95324462394225,5.065815496747825
19,Кабардино-Балкария,9417.0,868350.0,7177.0,138.0,2329.7371517007928,0.7621323139003929,0.0108447054759025,0.0001589220936258,0.0026829471430883,43.70603738777376,2.107323093427492,22.18887167570358,5.94046329802689,10.135415741479758,20.332,45.002591121091726,2.115454437901671,47.17029973849246,2.053695266930468
20,Калининградская,7624.0,1012512.0,5356.0,85.0,1397.1573277327611,0.7025183630640084,0.0075297873012863,8.394962232546379e-05,0.0013798921175578,183.82996386901848,6.546506036483418,26.34293199102997,18.64008424160841,43.934832664089626,41.812,192.10537751651336,6.644083784238067,237.4732973108821,7.762975345642671
21,Калмыкия,8310.0,271135.0,5643.0,106.0,345.9958643882468,0.6790613718411552,0.0306489387205635,0.0003909491581684,0.0012761018104938,40.79634105638426,2.335154516553187,33.85078219013238,5.26836285174863,13.704211431548169,14.392,43.4691205488041,2.362163352242476,54.46619058907194,2.6311533822406195
22,Калужская,11655.0,1002575.0,9869.0,82.0,644.8818438536806,0.8467610467610468,0.0116250654564496,8.178939231478942e-05,0.000643225538093,156.93197804592918,5.23265692677522,27.646338318720986,8.555970808817959,55.70328052129405,45.083,163.30050120938583,5.210651048887941,183.66800535475232,5.394344947383561
23,Камчатский край,5673.0,313016.0,4781.0,59.0,192.99658957567505,0.8427639696809448,0.0181236741891788,0.0001884887673473,0.0006165710045993,260.9183313580514,5.232425810338684,32.24414204042194,8.602360047249656,62.46017922770326,25.394,270.1171825082424,5.161606330892044,307.9568898856793,5.36127313044131
24,Карачаево-Черкессия,8977.0,465528.0,6933.0,26.0,969.7220350726948,0.7723070067951432,0.0192834802632709,5.585056108332904e-05,0.0020830584520645,33.898741953290966,1.8041504888864524,20.574528229811296,3.839817513623115,6.338443752643888,16.16,35.45436579539792,1.88131733280613,39.78236063925115,2.051430225048403
25,Карелия,9696.0,614064.0,5660.0,56.0,772.4077356502621,0.5837458745874587,0.0157898850934104,9.11957059850439e-05,0.0012578619421595,138.85634958644525,4.683348041208654,31.154580881791084,8.225259551857937,46.44683039443037,24.784,145.4848354568905,4.769369114112591,172.48892165281225,5.144968319957414
26,Кемеровская,14704.0,2657854.0,11569.0,241.0,2821.1499856743185,0.7867927094668118,0.0055322828116217,9.067465707296188e-05,0.0010614390352797,111.45866364327124,4.823241004332289,30.01522309024369,10.943774763561455,46.2985144050468,39.446,116.06017486287809,4.753788253289701,128.8809415495894,4.862789501371117
27,Кировская,12483.0,1262402.0,8602.0,154.0,990.0806438905717,0.6890971721541296,0.0098882923189285,0.0001219896673167,0.000784283171201,106.4578585640067,4.685471877839584,35.085584327494715,6.552656063089805,37.53593055471031,30.954,110.43075026813963,4.675801853207987,125.8721792903862,4.967135444157146
28,Коми,14163.0,820473.0,11297.0,273.0,887.6220781443251,0.7976417425686648,0.0172619939961461,0.0003327348980405,0.0010818419108786,157.53009690027525,4.643711484411728,16.825218175809063,7.548915412082241,50.94156618657989,36.882,165.45699858496258,4.696880193742373,191.17245787190103,5.153139511214169
29,Костромская,7577.0,633385.0,4952.0,103.0,728.8345856866838,0.6535568166820641,0.011962708305375,0.0001626183127165,0.001150697578387,118.84029770880964,4.806252016713785,21.596930092161458,6.767195278148232,40.68932902014312,25.093,122.05056955879915,4.822703528945931,140.9798813856272,5.190191765768459
30,Краснодарский край,16277.0,5675462.0,10874.0,431.0,6810.838068181818,0.6680592246728513,0.0028679603528311,7.594095423421036e-05,0.0012000499815137,143.98816621475558,4.3038755201846985,29.32263276067141,13.179609949353177,45.789442057790986,58.335,143.7428353850312,4.01292114419406,172.08921898814327,4.366084459930058
31,Крым,10274.0,1912622.0,6814.0,188.0,2043.183925953079,0.663227564726494,0.0053716834795375,9.829438331254164e-05,0.0010682633191258,49.677322841400176,2.347818959573966,68.89371009905216,3.1377008444416368,19.43673508958496,39.986,58.74867067303419,2.67036377645864,71.88135327606861,2.907086730744396
32,Курганская,6044.0,827166.0,4922.0,91.0,978.3969038168912,0.814361350099272,0.007306876733328,0.0001100141930398,0.0011828301741329,72.5373516983926,3.441014966712046,31.93942035301809,5.788891274547046,23.93696048122861,23.553,76.22170156897165,3.5978240574436127,88.21847856628023,3.88957501697608
33,Курская,10867.0,1104008.0,8632.0,117.0,865.4534819919265,0.7943314622250851,0.0098432257737262,0.0001059774929167,0.0007839195748508,109.48736315999136,3.952755516700714,32.18063643699971,9.160362025295568,46.27565336568049,40.808,116.21202020275214,3.978977974175343,129.07300399092375,4.117817961107792
34,Ленинградская,11802.0,1875872.0,8789.0,123.0,1233.9924547898338,0.7447042874089137,0.0062914740451374,6.556950580849866e-05,0.0006578233774958,91.94763475942804,2.9736356053701587,25.65970475993256,5.953256781651139,54.550427729734274,60.557,93.7590624520223,2.8753613006730703,111.19235847416748,3.145113946771722
35,Липецкая,8180.0,1139371.0,6747.0,94.0,437.63908617469866,0.8248166259168704,0.0071793998618536,8.250166100418565e-05,0.0003841058673379,127.51970000917804,4.10640818233968,27.8813113604488,7.14114348776793,55.71857271048125,46.552,130.7642550143895,4.017458447706212,142.88791269571135,4.242924649668135
36,Магаданская,4027.0,140149.0,3178.0,41.0,150.23473887223886,0.7891730816985348,0.0287337048427031,0.0002925457905514,0.0010719644012603,317.87671523854027,5.12785490990017,29.60824504171597,7.611092549281657,91.83022688994606,27.725,333.34522543864034,5.143502066667289,383.4817382798452,5.347283015534983
37,Марий Эл,5729.0,679417.0,4685.0,65.0,455.1991745768136,0.8177692441961948,0.0084322293966739,9.56702584716014e-05,0.000669984964428,86.67068402951291,4.280820070093278,32.241209185504125,4.885617867014872,26.051224549533387,24.876,90.7174827830331,4.306499224221555,106.55203662791044,4.7462988764966
38,Мордовия,7890.0,790197.0,6352.0,46.0,582.1913959466768,0.8050697084917617,0.0099848518787087,5.821333161224353e-05,0.000736767408566,91.14221927231038,4.761396484188862,32.577530719719135,5.133509875317222,28.265154983928337,29.054,95.94316354023113,4.837429779929468,104.401353077481,4.789162736644465
39,Московская,84419.0,7690863.0,62898.0,1574.0,5819.677083333333,0.745069237967756,0.0109765315023814,0.000204658436901,0.000756700136686,217.4887859922968,4.779828014066728,37.69851815874121,12.016906678089445,67.13951988417408,77.6395,224.6024925941341,4.72379945304928,260.6209068717529,5.096896967662976
40,Мурманская,19366.0,741404.0,17074.0,319.0,442.2561762617352,0.8816482495094495,0.0261207115149095,0.0004302647409509,0.000596511721358,225.3975638187516,5.343381148545484,20.856987212569525,8.245655655061977,70.38922935035387,47.386,239.3256578060005,5.550063085045088,274.0617631647891,5.62131852083499
41,Нижегородская,39311.0,3202946.0,33257.0,795.0,1968.4026923854788,0.8459973035537127,0.0122733883118853,0.0002482089925961,0.0006145600620133,168.32673691440644,5.226033091696918,28.56073709419904,11.949023021324804,52.45348450905351,55.4,176.7169974142555,5.247993508623477,212.32109532600128,5.871914690801017
42,Новгородская,8022.0,596508.0,5568.0,67.0,473.5634877029204,0.694091249065071,0.0134482689251443,0.0001123203712272,0.0007938929363946,111.96143236003572,4.256985779895975,25.43859649122806,9.11173932450528,41.36643243404431,24.93,117.3513180041173,4.475214720340063,134.04792248677026,4.87544499760935
43,Новосибирская,16361.0,2798170.0,13400.0,557.0,3060.685606060606,0.8190208422468064,0.0058470357412165,0.0001990586704882,0.0010938168896316,153.3108230017785,5.377600856976679,8.422808851936892,11.885881342001046,45.70565941809734,46.426,164.85667418348422,5.463081344207718,191.22051692920903,5.7354684141934325
44,Омская,15913.0,1926665.0,12447.0,403.0,1957.117515884653,0.7821906617231195,0.0082593497053198,0.0002091697311156,0.0010158058177652,110.83044653442686,4.2701265682934,24.846314740458773,10.099500640442557,40.789052607692575,42.138,116.33470271168056,4.3548215434484,128.61491588637767,4.562551890751888
45,Оренбургская,16727.0,1956835.0,14452.0,129.0,2386.442855276907,0.8639923477013213,0.0085479869278707,6.592277836404193e-05,0.0012195421971075,101.52179793551424,4.111818419485774,28.75315764651156,8.144996186423668,40.23056850747724,43.998,106.1131878773632,4.346273784387028,115.22737742001064,4.527020220208055
46,Орловская,11661.0,733498.0,9549.0,146.0,589.0300828033253,0.8188834576794443,0.0158977938590152,0.0001990462141682,0.0008030425206385,122.0433095729762,4.887638956830253,34.326114460072944,6.830143938302659,41.256683560355135,27.929,127.4073003607372,4.919200786128849,147.87783950566177,5.2432442606648735
47,Пензенская,14684.0,1305563.0,10362.0,172.0,1177.9505128888334,0.7056660310542087,0.0112472550156522,0.0001317439296303,0.0009022548225469,106.89984014906273,4.78714889189923,35.63816986417412,5.542031865441254,38.53128372893202,33.478,112.87927124160228,4.895024771968877,138.50513363565517,5.4939463174334175
48,Пермский край,14301.0,2599260.0,10628.0,479.0,2948.285984848485,0.7431648136493951,0.005501950555158,0.00018428321907,0.0011342789812671,130.6059445380726,4.460096614799835,14.7069805932041,12.871496190459434,44.83117887015688,50.063,135.65360910412963,4.452842131140495,157.3330500480564,5.044100157031769
49,Приморский край,15448.0,1895868.0,11791.0,168.0,1466.9860755577386,0.763270326255826,0.0081482466078862,8.861376424940977e-05,0.0007737807039085,188.35528964355203,5.314985208687196,33.939896775833134,17.125063130080054,46.78779126145467,42.542,197.04325406621135,5.400109734266353,226.2983506617163,5.744925253527869
50,Псковская,9388.0,626115.0,4667.0,60.0,471.7324206051333,0.4971239880698764,0.0149940506137051,9.582904099087228e-05,0.0007534277578482,102.91256584997086,4.233503164961486,29.99839505677486,7.177579900924397,32.30383084401811,23.547,106.88930947190212,4.161100504010749,122.33957652491178,4.385324008420531
51,Ростовская,29246.0,4197821.0,23322.0,912.0,4548.457386363636,0.7974423852834576,0.0069669478522309,0.0002172555714024,0.0010835281891161,127.39082221249215,4.354624617789981,26.82284880387762,13.34486501026456,40.709087988500336,54.407,137.5072924738811,4.4597803463486425,152.09234229171162,4.494720204849921
52,Рязанская,10277.0,1108847.0,8133.0,63.0,662.0397026759443,0.7913788070448574,0.0092681857821683,5.681577350166434e-05,0.0005970523459737,140.59043008175834,5.396219810747666,33.00246242676403,7.698053461187331,44.23265772218418,37.312,145.8325630136529,5.407013570637089,168.5406967585911,5.793518558280965
53,Самарская,16053.0,3179532.0,14362.0,291.0,2028.9407441348972,0.8946614339998754,0.0050488562467683,9.152290337068474e-05,0.0006381255933687,179.48513338514965,6.263489024211268,12.148277852154,16.470975375804294,49.58895544017901,56.723,186.13462610220623,6.339141466729317,210.3704816870651,6.86425312832522
54,Санкт-Петербург,83734.0,5398064.0,48256.0,3797.0,3945.644886363637,0.5763011440991712,0.0155118575844969,0.0007034003301924,0.0007309370334185,420.5542832412995,9.410653160360775,29.244744515047792,26.01984437894231,79.89504748937493,80.347,438.6094718402746,9.303069073483847,538.8069702853198,10.086854222417497
55,Саратовская,19730.0,2421895.0,13252.0,182.0,2310.6764471045267,0.6716675114039534,0.0081465133707282,7.514776652167002e-05,0.0009540778799677,113.17121535224916,5.172845041775095,24.42344420020901,8.671035007059334,37.50466798753428,41.122,117.6896603692563,5.193088233742873,132.53623736018915,5.273919633918512
56,Саха,13696.0,971996.0,11054.0,128.0,1247.808284600755,0.8070969626168224,0.0140905929654031,0.0001316877847233,0.0012837586621763,115.94204397270346,2.6319835401958227,28.249505267613053,4.683500272037247,47.36573823365886,46.778,122.64145119938766,2.6982333468871382,147.194774591103,3.082564663195929
57,Свердловская,33476.0,4310681.0,27815.0,795.0,4413.040017106549,0.8308937746445214,0.007765826327673,0.0001844256162773,0.0010237454400143,171.80693092822276,4.621761152190794,24.27647424605324,11.930402836538915,57.85508029419907,62.167,178.48618350557604,4.576304790251229,205.3061175967648,5.297060453752462
58,Севастополь,2854.0,449138.0,2056.0,90.0,308.0471114179422,0.7203924316748423,0.0063543944177513,0.0002003838463901,0.000685862945059,68.7977762334955,2.260523075055985,66.01513584145478,4.440508985963532,31.969650686376266,29.189,83.35968009832168,2.832954293910677,79.34438187265683,2.6181296246638617
59,Северная Осетия,6919.0,696837.0,5224.0,60.0,955.5167864486274,0.7550224020812256,0.009929151293631,8.610334985082595e-05,0.0013712199358653,62.28789865756743,2.640503027635761,31.320288238309168,5.544713580530364,26.56954389352969,18.633,65.54186990644871,2.6386678169994244,71.3232472175652,2.8166792270504684
60,Смоленская,8748.0,934889.0,6245.0,205.0,713.1464596473797,0.7138774577046182,0.0093572605945732,0.0002192773687571,0.0007628140449265,118.67083066716329,4.54555028318135,33.78514176336882,10.91110693814774,38.25291765373366,29.44,125.19882039472066,4.57941148867831,141.3930978030174,4.775341882637624
61,Ставропольский край,20297.0,2803573.0,15442.0,411.0,2921.49043255132,0.7608020889786667,0.0072396902096003,0.0001465986439447,0.0010420596975899,96.73470249277077,4.1056344753353615,27.467590628388265,8.378051531636816,32.80080518811595,39.5,99.7202498383313,4.092640277370132,110.06317683067437,4.374877845245025
62,Тамбовская,9619.0,1006748.0,7861.0,61.0,493.647394137223,0.8172367189936584,0.0095545260581595,6.0591131047690186e-05,0.0004903385893363,97.73752271237424,3.5906552094161115,30.284979531856827,5.24884690527503,41.91450955616138,31.821,102.35331979800308,3.71097465843655,114.65779047082722,3.945859210394033
63,Татарстан,7909.0,3902888.0,6464.0,108.0,3485.083333333333,0.8172967505373625,0.0020264481071452,2.7671816357528066e-05,0.000892949870284,156.02745376065633,4.529162417806488,18.302822146978805,15.613692743464084,57.20367985264548,69.263,161.04484679037677,4.510396840531204,182.8166569083644,4.793776443891688
64,Тверская,10292.0,1260379.0,6036.0,279.0,791.519943960635,0.5864749319860085,0.0081657977481376,0.0002213619871483,0.000628001532841,126.3362097483058,4.6782489875524345,26.84934756820878,7.668904807326637,43.5218572940976,34.476,131.5167897910073,4.785212843509217,150.4906395936478,5.157895913480693
65,Томская,12529.0,1079271.0,8968.0,112.0,1136.1890219398283,0.7157793918109985,0.011608761840168,0.0001037737509856,0.0010527374699587,128.13218716181473,4.6290120961070125,22.235306617555903,8.72550794973018,47.897171929391625,32.991,133.91724599289705,4.718968444170659,149.73106651257217,5.0795466508094265
66,Тульская,12268.0,1466127.0,10409.0,393.0,1032.0604411045942,0.8484675578741441,0.0083676243599633,0.0002680531768393,0.0007039365901484,136.94991540541162,4.886179177129501,29.39755803032336,8.184215204123955,47.231093290549325,43.824,142.8389218669324,5.024232214805923,165.24706458769663,5.297526374702753
67,Тыва,8978.0,327383.0,7922.0,113.0,1094.2205802210694,0.8823791490309646,0.0274235375691468,0.0003451614775354,0.003342325594857,27.36858977322816,1.787832517390411,30.439253709416786,3.378758869242032,5.251533855408277,12.234999999999998,28.850001374536856,1.7488293981867251,35.66326036419992,1.9356433208065305
68,Тюменская,13017.0,1537416.0,10268.0,83.0,1840.8625366568915,0.7888146270261965,0.0084668040400256,5.398668935408503e-05,0.0011973743844586,218.42958413456185,4.598548111955267,22.417667092571936,23.705811844976488,50.01528102953493,56.904,159.51115378010897,5.105663970940048,191.6380121926488,5.951213831425516
69,Удмуртия,9237.0,1500955.0,7181.0,166.0,956.088865785216,0.7774169102522464,0.0061540819011895,0.0001105962537184,0.0006369870287818,106.09862079488389,4.274661663490327,30.40982403496468,9.43338418828002,40.88172085083677,36.57,110.3770599385058,4.377653460453357,132.17076169379573,4.996154215494367
70,Ульяновская,20239.0,1229824.0,16700.0,262.0,1389.9500514039169,0.8251395819951579,0.0164568263426311,0.0002130386136552,0.0011302024122182,107.58743427087504,4.5432863478230825,27.235050325636468,6.780347948783381,33.42742191146542,30.611,112.3152581182348,4.722799576066892,128.5484343591457,4.980229328082973
71,Хабаровский край,16962.0,1315643.0,13004.0,113.0,1064.3254056695991,0.7666548756042919,0.0128925551992447,8.588956122595567e-05,0.000808977363669,190.9566067562485,4.711255641867922,21.416130180817383,9.892844688203404,54.4665672028725,38.955,198.1730606251088,4.794142238097294,222.2473286619984,5.182764998414215
72,Хакасия,7700.0,534262.0,6276.0,83.0,540.3529057960023,0.815064935064935,0.014412404400837,0.000155354488996,0.0010114005970778,78.93809204967856,3.663943242103853,36.70984204916179,9.724978735469238,30.409276168415147,20.043,84.0130872118923,3.704566587452396,98.6850513875001,3.929953063896304
73,Челябинская,18836.0,3466369.0,14198.0,186.0,3244.037664956012,0.753769377787216,0.0054339281247899,5.3658453557598746e-05,0.0009358604536781,129.08397115675365,5.236091868493579,29.2935114635805,10.798281119055686,48.19073439808383,51.997,134.75801335633915,5.35215963604854,153.38226623020148,5.526691393009818
74,Чечня,3408.0,1478726.0,1948.0,46.0,6871.725879457491,0.5715962441314554,0.0023046866018451,3.110785906246323e-05,0.0046470582646531,8.542497311165578,0.3633385847566998,22.56031511570655,3.101398039530773,10.816719653326563,27.855,9.429062584954886,0.3895582468117451,13.82050104406432,0.5437823786297464
75,Чувашия,9447.0,1217818.0,7616.0,190.0,1310.354774033438,0.8061818566740764,0.0077573167747561,0.0001560167447024,0.001075985717105,109.59175082454972,5.7802362183350136,31.884713751721417,9.118098960275669,32.78748837004726,31.937,114.76838082537785,5.740643540640891,138.7544240918969,6.155782883782388
76,Ярославская,11522.0,1253389.0,10227.0,66.0,1237.4761671451256,0.8876063183475091,0.0091926768146202,5.265723570256321e-05,0.0009873041546918,169.20289740015178,6.127628384146489,23.509231464633,12.846150236944586,51.63600744471349,39.469,175.94856824178288,6.201431618633801,202.7099524417121,6.415074921412454
